105,1956990729,negative,marpizza,Oh no one minute too late! Oh well
106,1956991009,negative,rdyfrde,"@soviet_star Damn, that sucks"
107,1956991673,negative,M0anique,@cayogial i wanted to come to BZ this summer :/ not so sure anymore... a teacher's life in the summer SUCKS
108,1956991704,negative,Tweetyangie,@mileycyrus THIS WEBSITE GAVE ME A VIRUS! When i opened it more windows kept POPPING up
109,1956991723,negative,briwyatt,ahh! big scary bug flying around my room!!!!!
110,1956992030,negative,mafiaman8108,"I wish she knew what she puts me through..She stole my heart, never gave it back..and occasionally she likes to be like look what I have!"
111,1956992144,negative,Margotkay,is up with a nasty cough i cant be sick i have a huge weekend ahead of me
113,1956993007,negative,villa_ld,i'm so tired
117,1956995196,negative,jnvelasquez912,@neesabear early happy day of birth in case I don't make it! Very tired from therapy today n just taking my medicine!  misshu! Love ya!
120,1956995762,negative,foxtail84,Allergies suck ducks nuts.     &lt;=====8@8=====&gt;
122,1956996081,negative,snursalim,@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku
123,1956996385,positive,votech,@freepbx sounds good. Appreciate the suggestion. Been a week now and we're still offline  Time to ask for a refund...
124,1956996470,negative,ohmygoshnina,"@poinktoinkdoink He died.  Wait, what about Magic Jack? I just read it."
125,1956996673,negative,Merekdavis,@britblackbird  youstinkatrespondingtotexts!
126,1956996730,negative,Rowch,wonders why her Karma points turned into 0.00.  http://plurk.com/p/wxj54
127,1956996765,positive,rarmendariz,"Need to pack for CALI CALI! Cannot waittt! Thinking a glass of wine is in order to celebrate my weekend vaca. Still work 2morrow, tho."
128,1956996776,negative,KitaCupcake,Is miserable  i feel like im gona cry  sux!
130,1956997352,negative,1azylizzie,$#@! My nose stud fell out and I can't find it  Looks like I'll have to head into Amsterdam today and get a new one
132,1956998370,positive,rockinchick11,Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.
133,1956998532,negative,katienaas,*sigh* I'm going to bed... I just don't feel right anymore...
136,1956998704,negative,sillynic,Now I am depressed after watching so you think you can dance
137,1957000040,negative,minauderie,"Just cross 'cause I'm stuck twiddling my thumbs now, ugh"
140,1957000290,negative,Ohtybaby,"I cant sleep, but im too sore to move"
144,1957000788,negative,zpavic,Achieving a new appreciation on how a xml build script can really be painful and cumbersome
146,1957001370,negative,katlovesjoelk,@omfgiselle i cant do anything
149,1957001854,positive,Samiijoo,RIP leonardo. You were a great mini fiddler crab
151,1957002082,negative,V0NST3V3,"Last day working for the Uni today, sad times"
152,1957002773,positive,UncoolRockstar,"@NisforNeemah thanks neemah. I'm gonna be soooo close to you and izzy, yet so far"
153,1957002923,negative,indpndentgirly,My head hurts so bad I could scream!
154,1957003048,negative,rianne_kelsey,i just go up and IM SO TIRED and my airmatras is broken somewhere and now im in even more pain
155,1957003356,negative,nettlej,New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice
156,1957003440,negative,autotips,New blog post: [Blog] auto insuran...: I just found that my auto insurance policy had been expired. ( I am too careless  ...) .. Meanw ...
158,1957004184,negative,rionne,oh men!!!!!!......I really can't see my face........c'mon guys!!!
159,1957004519,negative,asteinke,"I'm showing my age. Renewed my tags last week, went down $20. Got my insurance renewal email today, went down $100. I don't wanna be old"
160,1957004606,negative,riannasc,my sole supporter is not my sole supporter
161,1957004749,negative,golden_one,don't you hate it when you finish all your work and there's still 1.25 hours left of work time
162,1957005165,negative,RebeccaBrunner,@Emilyyy16 urgh stop it guys
163,1957005226,negative,GiselleLee,is still missing her husband.    I really want him home.
164,1957005279,negative,PYTDavis,I miss my puppy
165,1957005410,positive,HIM357,"2 days of this month left, and I only have 400MB left on my onpeak downloads."
166,1957005696,positive,nickhalme,@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.
167,1957005713,negative,smilyross,@nzdeany I've given up on pizza - kids would never let me have my fav  (the hot ones)
168,1957005817,negative,JBabyLove,Up reading tabloids about other people's lives...thinking what I'm gonna do with mine when my baby leaves?
169,1957006033,negative,klybob,@BarbSchaefer yearling in pet home died... very sad for their whole family
171,1957006098,negative,puelladei,I got a giant splinter stuck up underneath my finger nail today at Muppets...it hurt.  But I got to go to First Aid for the first time!
172,1957006245,negative,bella_facia,"@heresmyhello92 We hate change, so of course. We're fans for life. &lt;3 Oh and if we haven't met Rob by then something went horribly wrong."
173,1957006307,negative,ninz_0214,is feeling sad... for some reason..  http://plurk.com/p/wxji3
174,1957006547,negative,spookychan,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased.
175,1957006674,negative,nel5on,just uploaded my new blog... a painful story about an 80s year old man who cried because he wanted to die... very sad
178,1957006947,negative,miiiiiiike,"@jaychuck Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards"
180,1957007268,positive,EmaMolly,@relly1  OMG Ur alive!!! LOL  2day has gone sooo slow  I'm going insane Grrr You doing anything tonight?
183,1957007437,positive,grrimadinox,"@JessiJaeJoplin did you get them from california vintage? ahahah they have the BEST dresses, i want them but i dont have ebay"
184,1957007633,negative,IAmYourDensity,I just saw pics from this past Thanksgiving and am sad because Grandma was in them.
185,1957007981,negative,MunkyMunch,@jertronic it wont let me
186,1957008075,negative,Inamint,Took a shift tomorrow.    I don't really feel like working right now.
187,1957008193,negative,kimchiipanda,but now i have no money for a phone
188,1957008287,negative,KarlOnSea,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.
189,1957008292,negative,RoseMarionTyler,@TheLastDoctor 9 days  I'm about ready to visit Torchwood and see if they've heard anything
190,1957008434,positive,Just_Cath,@Bern_morley where are you? In Bris? I can't hear any thunder
191,1957008478,positive,bekahjayne,"bec vs fat food   --- winner = fat food  but not this weeknend, ill beat it!"
192,1957008498,negative,CathyDohling,Too bad the Red Devils.. disappointing to say the least
193,1957008766,positive,shutitoff,I had a dream about a pretty pretty beach and there was no beach when I woke up
194,1957008802,negative,pfak,"@xdjio Have a 3ware 9650SE, not fast enough for 3x X25-M SSD RAID5. 800Mhz IOP on the HPT. Might try an Adaptec 5405 (1.2Ghz)."
195,1957008987,positive,lilTanker,when da heck will the garage man get here I ask you.. WHEN..
196,1957009454,negative,woahitsJana,"Ate Mandy, please forgive me. I really am sorry. I don't wanna lose my Bff"
197,1957009666,negative,wendyisastar,@melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
198,1957010072,negative,tiffalo,why are plane tickets so expensive
199,1957010329,positive,NoteRobot,(@wendyisastar) @melluffsyew Umm yeah. That's probably a pretty good note to self because eeeeeewwwwwwww.
200,1957010415,negative,trina3mg,Needs a job BADLY!!!
201,1957011291,negative,ABCeCe,@AlexanderGWhite daaammmnnnnn I do wish I was there.
202,1957011738,negative,ignoredt,Went to Di Bella coffee roasters today and asked for a job...   The person I needed to speak to is on holiday...  #fb
203,1957012476,negative,nickhalme,@yuki_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner
205,1957012769,negative,ditzyfrenchfrys,is a bad friend
207,1957013166,negative,jupzchris,@SparkDawgMusic im doing that shit right now ... im on vacation and you got me workin
210,1957013723,negative,babygurl0791,would wish the severe migrains would stop!!! doc's prescriptions arent working
211,1957013804,positive,jammmaster1021,@bobbyedner i missed the game
212,1957013885,negative,debraladiva,"@moggy99 No internet last night; ER was brill, there was a massive explosion at the end of a nearby gas works ER on standby"
213,1957013895,negative,kkjordan,@tiffalo cuz airlines are super lame.
214,1957013896,negative,sigitt,@lenje - Still a pity it comes with no lamb though
215,1957014267,negative,Karoli,@bloomsday16  I'm sorry to hear that. Here is my optimist: Things will get better. For all of us.
217,1957014493,negative,Taynted_lyfe,I'm so very tired...and have insomnia.
220,1957014706,negative,butteredninja,"I hate Bakersfield and I hate the Ports, let me go home already.  I want to start my vacation."
223,1957015719,negative,dancingwithself,people in my house do not know how to close doors
224,1957016086,positive,chrisshennan,Why am I completing facebook quizzes at this time of the morning... especially a friday morning
226,1957016339,negative,R_nB,@munchkinhugs I don't like the possibility of the left side of my brain hurting because of the thing called a VP shunt and possible death
227,1957016697,negative,fritoleva,Had to cancel wow for now
228,1957016818,negative,PnkRckGirl97,wants to make a music profile but i don't have money i don't know how to write music i don't know how to play an instrument and no studio
229,1957017164,negative,RoxieDax,@fairyfroggie But yeah...I'm sad about my &quot;Ravenclaw&quot; account. I love that account to bits.
230,1957017177,negative,KCSuzy,"It's 1:15 AM, and I hear a helicopter flying over my house. That's kind of weird. In other news, my headache is back. BOOOOO."
231,1957017320,negative,xSpotlighted,@__sugar oh no  i am always here ;) &lt;3
234,1957017522,positive,Davislb921,"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs."
235,1957017595,positive,c10gg3rgirl,"omg, the concert was awesome, madrigals gave me chills on almost every piece...brooks also called up alumni, but i didnt get to go"
237,1957018061,negative,lsvdmbfan,Up late with nothin 2 do.....
238,1957018162,negative,leilanire,i think the vog is making me sicker than i think. feeling slightly achy
240,1957019034,negative,monkeylover96,i am doing homework it sux big time maths is the worst!!!!!!
243,1957019556,negative,JMarmo13,sometimes i wish things could go back to the way they were the beginning of last summer
244,1957019715,negative,Mrs_Jackman,"I downloaded the new twitterfon update thinking they were fixing the typing problem for new tweets, but no, they didn't"
246,1957020180,negative,ChickenNuggets,"@kateisbored I feel the same way, but I guess no matter where you are there will always be memes."
247,1957020385,positive,itspaigepenales,"I Can`t do 30 minutes of Treadmill  but done 30 minutes for today already, gonna do 20 minutes more"
248,1957020390,negative,Karmenyl,i'm sooooooooooooo confused
250,1957020624,negative,Tonysize,"Work day 7 of 7,"
251,1957020702,positive,HD_Fury,Chillin with the roomies. Can't wait for the zombie CLWN CR. Its gonna be 6-8 weeks
253,1957021039,negative,Musti08,"@SuperJerry No refunds but they do retrieve accounts, takes like a week. Just hoping the thief doesn't use hacks or then it's permaban"
255,1957021305,negative,AndyClaudine,Cute Malay girl came to seemy room for rent - sadly think it was for her guyfreind   bit misleading and disappointing LOL
256,1957021321,positive,FoOie,"@Gurlstrange EpiCentre Wheelock Place, 250 units &amp; for tourists only. Starting today"
257,1957021486,negative,karissaferg,I hate the new mt dew commercial..the one with a giant mosquito..it scares me and grosses me out all at the same time.
259,1957022610,negative,leonperkin,not super keen on the drive home through the rain.. additional concentration required that i don't really wanna deal with
260,1957022799,positive,dan11ela,@FoxxFiles aw u can't let me in on the secret!
261,1957023061,positive,MissxMarisa,"@freshypanda Im sorry  I don't think I stick out, at least compared to what I used to look like."
262,1957023133,negative,AmyFuentes,"no transport for church  wont be making it, im crushed. Oh well, more time for assignments I suppose. My throat really hurts ..."
263,1957023263,negative,youulovemee,"i HATE when i see pregnant women smokinggg!!!! its sooo irresponsible n selfish! its saaad. ultimately, the baby is the one who suffers."
264,1957023739,negative,Tin06,Lies...lies...lies....you just cant avoid to lie about practically...EVERYTHING!
267,1957024334,negative,o0hmaig0d,@seemouserun so I tried jumping without the trampoline and its like thud* thud*  shouldn't have eaten that cookie.  http://myloc.me/1XIz
268,1957025428,negative,lungjen,"Everytime I send an email to my coach, I feel a need to practice.   shitty balls.  Lol"
269,1957026475,negative,annamaurice,It's pissing me off and not letting me follow ericka
270,1957027495,negative,FreddyS87,Is going to sleep not peaceful  wanted to hear him say Good Night but that didn't happen  Good Night everyone....
271,1957027630,negative,CforrClemmensen,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.
274,1957028656,positive,Fairywinds,is thinking so much and i'm at work
275,1957028775,negative,MllexCamelia,I have forgot the live with the Jonas Brothers on Facebook
276,1957028895,negative,d0nnadean,I haven't seen Muffin in two whole days!
277,1957029111,negative,InNoSenseLost,@YumiFujii i'll miss y'all back... give @LesleyBoudy my regards...
278,1957029634,positive,maddy_1212,my gap year is going so quick
279,1957029641,negative,jocelleuntalan,"I have to admit, I'm a bit bummed out that I wasn't with my friends walking today...."
281,1957030196,negative,SoSpoiledDatsMe,my twitter has been hacked again
282,1957030545,negative,faddict,Just found mj mouse flats at DJs. Of course there are none left in my size
284,1957030622,negative,sharnanicole,@lanacaitlin  hahaha well its try its so ugly
286,1957031520,negative,Intel_Eric,"@jmoriarty I don't even want to know WHY you know about VHEMT, but don't go - we'd miss you"
287,1957031859,positive,KylieMalchus,@OooChelcyooO That's awesome! We have that this weekend too but I can't go because I'm moving this Sat.  I should be a lot of fun though
290,1957032114,positive,johnnypurple,@qi_tah oh no.  *hugs*
292,1957032228,negative,tiffanylue,@xoshayzers i knoww  things won't be the samee &lt;/3
293,1957032539,negative,tweeterchic66,"OMG-ness it's 11:18 pm and I need to beup early to set up my garage sale it starts a 8am, wish I said 9am. I'm beat."
294,1957033043,positive,carlysialevert,@vinylvickxen i kno i doooo!!!!!!!!!! yall partyin with out me
295,1957033103,negative,sjwilling,"Okay, so twitter suddenly changed, how do I respond to messages now"
297,1957033558,negative,Rossco_NZ,Decided that no matter how good my hair looks curly it doesn't justify the burn I get from the curler! My hands covered  I suck at it!
298,1957033776,negative,vivianenguyen,Going to sleep. Gonna fall asleep playing apps again. Tmrw is going to suck
300,1957033874,negative,Lilixbabi3,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
301,1957033901,negative,ACjoint,sprained my ankle  like really badly and tore some stuffs. it hurts! and its my birthday weekend
302,1957034202,negative,JohnnyFiction,I can't believe the Metal Gear Solid song was stolen    I'm so disappointed  http://bit.ly/YKkSu
303,1957034289,negative,kimba1bl,think i may have broke a toe at the bar tonight......thanks drunk girl for steppin all over me!!!!!
305,1957034566,negative,mara_nerdgirl,@MacZombieRawr  I wish I had Left 4 Dead. But first I'd need something to play it on...
309,1957035564,positive,rondhi,I spilled my beer all over my leg. Wasted half my beer.  Home now. I met a cute girl. Good conversation.
310,1957035950,negative,geezitslouize,my roommate @tess_tickle loves to ignore me
314,1957038324,negative,judez_xo,my teeth and head hurts
315,1957038398,negative,christynnicole,I HATE rob zombie movies. &amp; the smell of weed. Vommmm.
316,1957038470,negative,No1PanicFan,"@jcwentz Maths and Science were the strongest for me i think..dunno bout geography, only did like 1 day of study for 1/2 a year of work!"
317,1957038475,negative,kameezy,Waiting in line @ tryst
318,1957038477,negative,LinksMommy,Hope I get a job cuz we need an apartment. I'm drunk &amp; miss my lil punkin  TEHE!!!
319,1957038763,negative,xxkxx07,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to beover
320,1957038970,negative,melissacalderon,I need to be held...  Gnite.
321,1957039203,negative,megan_kelli,"Hanging out with sam, billy, and veronica. not going to school tomorrow to take sam to body shops. Dang car accidents"
322,1957039456,negative,trixbiscuits,no more arrested development. i am sad.
324,1957039894,negative,TheNewBradie,omg i keep losing followers this is so sad  i want 90 one day....thats my goal ;D
325,1957039922,negative,jmil1733,I feel so deflated. No more doggy.
326,1957039947,negative,Ennjo,@blood_rain i wanna see her hair  hows everyone?
327,1957040172,negative,kourt_1023,"I just had to empty my trash on the mac. that was one of THE MOST DIFFICULT things I have ever done in my life. 8,000 pictures are GONE."
328,1957040395,negative,joe_uberkawaii,im contacting PAWS Philippines so i can find &quot;tiger&quot; a new owner. im so sad. i love my dog soo much
329,1957040988,negative,xxkxx07,just got home! not wanting to read the last chaper of breaking dawn cause i dont want it to be over
330,1957041569,negative,searchformatt,Aww...  Pray for the arroyo family everyone!
332,1957041745,negative,ROBOKAWAII,Fuuudge. Movie store is closed
333,1957041767,negative,courtneyyy3,ALO is so sad and quiet and empty tonight
334,1957041812,negative,MissxMarisa,"@meganmansyn Hahahaha! It's not horrible, if others were singing with I'm sure it could work. I wish I could afford my own drum set"
335,1957041856,negative,Kgreenel,@wuzzyangel You never answered your DM I sent you....   I need your info...
336,1957042008,negative,kharise,Am trying to get through the pilot of the first season of friday night lights. Oh gosh  Pass the tissue...
337,1957042316,negative,heartbeam,@Mona26 Aw where are you headed to? i just cancelled my trip to Aussie
338,1957042474,negative,andimoonpie,I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!
339,1957042509,negative,thecareysisters,@jose3030 I didn't think anyone caught that
344,1957043226,negative,lindseyrivera,Sad that Christian Lacroix had to file bankruptcy
345,1957043241,negative,princessniki1,I dont feel good AT ALL. fuckkk
346,1957044366,negative,snoopync18,why did i agree to work a double shift
347,1957044680,negative,SomeThingTiny,looks like i'll never go to the zoo
348,1957044694,negative,ABabyBlueEyes,@djvinceadams Ohh poor girl  I'll email her... I am relying on you being here in October Mr!!
350,1957044789,negative,GothWab,@Moss1982 bad times?
351,1957044935,negative,helenmurdock,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor
352,1957045395,negative,DudeAsInCool,Have to go to the dreaded DMV tomorrow
354,1957045692,positive,Fredrikkk,english class! working on interactive orals
355,1957045940,negative,dzgraphicdesign,@SharonHayes Thank you for the rec but that doesn't work
357,1957046090,negative,TweedyLynn,My puppy Gizmo h8s me..  haha. He still growls @ me.  I always look back @ my long pruple scar on my fingie
358,1957046631,negative,Atheprincez,I don't know how ima work out tomorrow wit my body dis sore  ugh
361,1957047569,negative,kilrturkey,I'm feeling this pressure in my head that always kicks in just before a nasty headache. I'm not looking forward to this.
362,1957047571,negative,marissazaguirre,Taylor Swift and Joe Jonas looked really good together. I'm kinda sad they broke up.
363,1957047787,negative,CherTwinkles,I'm suppose to turn in a sentence outline for my research paper within the hour online but my neck hurts.
364,1957047828,negative,5Neezy,"Lady across the way had a miscarriage, say a prayer"
365,1957048027,negative,imsoapee,God I just want to sleep.
366,1957048703,negative,JBMareMareJB,@ksutt11 ohhhh thunderstorms...boo  why do they always have to make the power go out??
367,1957048870,negative,jmil1733,I feel so deflated. No more doggy.
368,1957049167,negative,theangelicsin,Found my book. Starting a real paper-bound journal tonight. Have an annoying zit above my lip. Makes me look like I have herpes
369,1957050633,negative,STAR13R,"RATT ROCKED NASHVILLE TONITE..ONE THING SUCKED, NO ENCORE!  LIKE IN THE 80'S THEY STILL HAVE A FUN SHOW. PEARCY HAS THAT HOTT BAD BOY LOOK"
370,1957050684,negative,Suemagoo01,is feeling bad  just got bad news about my Mum
371,1957050747,negative,Nick_Myndflip,@RealBlackWidow But but I dun wanna
372,1957050890,negative,queenbmakeup,@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!
373,1957051517,negative,sloanquigley,"@JustinOdom dbl booooooo for being sick, flippin blows! ... bahaha i kno i dont have many friends on here either. i feel so lame  haha"
376,1957052409,negative,divya084,don't feel like working  I think I tweet this too often!
377,1957052932,negative,shaghayeghhh,feels sick to my stomach and idkk whyy
378,1957053170,negative,Tania_Satine,vineri...nimic special sau probabil un alt weekend pierdut...
380,1957053338,positive,savindotme,@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho
382,1957053566,negative,Anime81,"@hello_jodie Um, I was thrown from @JareWolf's van yesterday and had to be taken to the ER"
383,1957055178,negative,dolphin8772,"got to final table, but....went out third.  Don't think I'll be getting my free seat"
385,1957055530,negative,TK04,I have to work in the morning while my friends get to party it up.....stupid bberry lite flashing red and I have no messages!
386,1957055981,positive,montanaspeaks,FB is boring   and i wanna sing RIGHT NOW..! *-*
387,1957056027,negative,joslinjewels,@judyrey  The link doesn't work
389,1957056896,negative,cadences,The humpalow um ya I think so... Cell is dying
390,1957057026,negative,omaroonie,Last day at work...Sick to the bone
391,1957057469,negative,ohsht,i feel like I'm on house arrest.
393,1957058130,positive,iamQuest,@heavenjones ur supposed to be in BK tho
394,1957058219,negative,ecctv,@cosmiclagoon Did you know that there is a shortage of shells for crabs to use on the beach due to beach combers? It is very sad
395,1957058436,positive,Miiiiich,Oh no!  Nighty night.
396,1957058504,positive,neovile,@celldweller Must... have... new music... I won't sleep until you give us Chapter 1... I might die first though...  Hurry!
397,1957059348,negative,chubbbie,my stupid tooooth hurts
398,1957059587,positive,Pretty_Edgie,@neyoofficial: love the song &quot;together&quot;. that's &quot;his&quot; song for me...well i think it's still is
400,1957059917,negative,MelissaWOOF,@turnitgrey my computers broken and I broke my laptop so I had to use the phone  ahh still on he cause they fucked up my order.
402,1957060439,negative,Aeonflux21,It's a sad economy. Just heard of another friend losing their job.  so sad. But just a reminder that...
403,1957061418,negative,ashleeadams,@jarekpastor I'm just starting to feel really panicky and anxious that something bad has happened cos it seems like it's been ages
404,1957061527,negative,morganis_21,my dog ran awayyy
405,1957061884,negative,caitimac,@all_is_one84 Those suck so bad.
406,1957062262,negative,Flergs,"I'm back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain."
